employee_id,full_name,company,country,city,department,job_family,job_title,job_level,manager_id,manager_name,employee_type,contract_type,shift_type,hire_date,exit_date,status,onboarding_completed,onboarding_completion_date,training_completed,safety_training_completed,last_training_date,performance_review_completed,engagement_score,absenteeism_days_ytd,overtime_hours_qtr,hr_system,automation_candidate,data_issue
OMN-00090,Anu Koppel,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Customer Support Agent,Junior,OMN-01056,Kadri Ilves,Full-time,Permanent,Standard office hours,2014-11-26,,Active,Yes,2014-12-31,Yes,Not required,2018-01-14,Yes,64,0,14,SAP SuccessFactors,Yes,
OMN-00091,Laura Ilves,AS Eesti Post,Estonia,Rakvere,IT & Product,Technology,Product Specialist,Specialist,OMN-00300,Liis Tamm,Full-time,Permanent,Standard office hours,2020-09-21,,Active,Yes,2020-11-20,Yes,Not required,2021-01-08,Yes,95,5,0,SAP SuccessFactors,No,
OMN-00092,Evelin Lepp,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Customer Support Agent,Specialist,OMN-01767,Jaan Sepp,Full-time,Permanent,Weekend support,2022-07-12,,Active,Yes,2022-08-04,Yes,Not required,2024-11-15,Yes,80,0,7,SAP SuccessFactors,Yes,
OMN-00093,Mihkel Sepp,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Senior Warehouse Specialist,Senior,OMN-01505,Tanel Mägi,Full-time,Permanent,Night,2025-08-20,,Active,Yes,2025-09-13,Yes,No,2026-05-26,Yes,97,0,0,SAP SuccessFactors,No,
OMN-00094,Kärt Kask,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-01513,Jaan Sepp,Full-time,Permanent,Evening,2020-09-04,,Active,Yes,2020-10-23,Yes,No,2023-09-29,Yes,88,0,56,SAP SuccessFactors,No,
OMN-00095,Kärt Saar,AS Eesti Post,Unknown,Unknown,Finance,Finance,Senior Pricing Specialist,Senior,OMN-00530,Tanel Rebane,Full-time,Permanent,Hybrid,2021-10-08,2024-07-27,Exited,Yes,2021-10-28,Yes,Not required,2022-07-16,Yes,69,4,19,SAP SuccessFactors,Yes,Invalid country
OMN-00096,Anu Kukk,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Postal Service Specialist,Specialist,OMN-01477,Jaan Saar,Full-time,Permanent,Rotating,2024-08-05,,Active,Yes,2024-10-03,Yes,No,2025-12-05,Yes,72,1,18,SAP SuccessFactors,No,
OMN-00097,Triin Sepp,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01173,Siim Mägi,Full-time,Fixed-term,Rotating,2023-05-17,,Active,Yes,2023-07-14,Yes,No,2024-12-29,No,,2,18,SAP SuccessFactors,No,
OMN-00098,Siim Koppel,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Delivery Operations Manager,Manager,OMN-00436,Kristjan Koppel,Part-time,Permanent,Rotating,2024-07-01,,Active,Yes,2024-07-25,Yes,Yes,2025-04-29,Yes,65,0,5,SAP SuccessFactors,No,
OMN-00099,Evelin Saar,AS Eesti Post,Estonia,Narva,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01066,Martin Lepp,Seasonal,Permanent,Evening,2018-02-22,2023-05-10,Exited,Yes,2018-04-03,Yes,Yes,2026-04-01,Yes,77,3,15,SAP SuccessFactors,Yes,
OMN-00100,Triin Mägi,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-01373,Maarja Kask,Seasonal,Permanent,Morning,2016-08-19,,Active,Yes,2016-09-29,Yes,Yes,2020-10-27,Yes,84,4,0,SAP SuccessFactors,No,
OMN-00101,Laura Ilves,AS Eesti Post,Estonia,Tallinn,Customer Support,Support,Support Quality Specialist,Specialist,OMN-01805,Evelin Rebane,Full-time,Permanent,Standard office hours,2025-11-05,,Active,Yes,2025-12-14,Yes,Not required,2026-03-22,Yes,87,0,12,SAP SuccessFactors,Yes,
OMN-00102,Kadri Tamm,AS Eesti Post,Estonia,Narva,Customer Support,Support,Support Quality Specialist,Specialist,OMN-00927,Anu Saar,Full-time,Permanent,Rotating,2024-03-03,,Active,Yes,2024-03-07,Yes,Not required,2025-04-12,Yes,,4,11,SAP SuccessFactors,Yes,
OMN-00103,Triin Saar,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-00210,Kristjan Kask,Full-time,Fixed-term,Rotating,2024-08-03,,Active,No,,Yes,Yes,2025-08-29,Yes,78,0,41,SAP SuccessFactors,No,
OMN-00104,Liis Koppel,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Post Office Clerk,Specialist,OMN-01477,Jaan Saar,Full-time,Permanent,Standard office hours,2022-10-25,,Active,Yes,2022-12-01,Yes,Yes,2025-03-11,Yes,69,1,9,SAP SuccessFactors,No,
OMN-00105,Rasmus Tamm,AS Eesti Post,Estonia,Narva,IT & Product,Technology,Senior Software Engineer,Senior,OMN-00336,Martin Kukk,Full-time,Permanent,Hybrid,2019-05-26,,Active,Yes,2019-07-15,Yes,Not required,2019-11-23,Yes,67,4,0,SAP SuccessFactors,Yes,
OMN-00106,Tanel Lepp,AS Eesti Post,Estonia,Rakvere,Legal & Compliance,Legal & Compliance,Compliance Specialist,Junior,OMN-01385,Kadri Tamm,Contractor,Service contract,Standard office hours,2021-03-11,,Active,Yes,2021-04-18,Yes,Not required,2024-07-04,No,94,1,0,SAP SuccessFactors,Yes,
OMN-00107,Tanel Rebane,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-00496,Laura Mägi,Full-time,Permanent,Evening,2023-02-27,,Active,Yes,2023-04-22,Yes,Yes,2025-10-02,No,80,1,18,SAP SuccessFactors,No,
OMN-00108,Kristjan Koppel,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-01513,Jaan Sepp,Full-time,Permanent,Morning,2018-04-10,,Active,Yes,2018-05-25,Yes,Yes,2024-07-16,Yes,75,1,59,SAP SuccessFactors,No,
OMN-00109,Triin Kask,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-00117,Tanel Koppel,Full-time,Permanent,Evening,2018-08-03,,Active,Yes,2018-08-29,Yes,Yes,2024-05-03,No,84,4,6,SAP SuccessFactors,No,
OMN-00110,Mihkel Sepp,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00143,Jaan Koppel,Seasonal,Permanent,Evening,2014-05-13,,Active,Yes,2014-07-08,Yes,Yes,2019-11-16,Yes,97,0,48,SAP SuccessFactors,No,
OMN-00111,Mihkel Kukk,AS Eesti Post,Estonia,Tartu,Customer Support,Support,Senior Customer Support Specialist,Specialist,OMN-01375,Maarja Lepp,Full-time,Permanent,Rotating,2017-10-18,,Active,No,,No,Not required,,Yes,58,9,3,SAP SuccessFactors,Yes,
OMN-00112,Kristjan Sepp,AS Eesti Post,Estonia,Tartu,Customer Support,Support,Support Quality Specialist,Specialist,OMN-01771,Mihkel Kukk,Full-time,Permanent,Rotating,2014-03-16,,Active,Yes,2014-04-30,No,Not required,,Yes,,3,7,SAP SuccessFactors,Yes,
OMN-00113,Maarja Koppel,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01402,Siim Ilves,Contractor,Permanent,Standard office hours,2023-08-29,,Active,Yes,2023-10-23,Yes,Yes,2025-08-23,Yes,77,8,5,SAP SuccessFactors,No,
OMN-00114,Evelin Tamm,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-00711,Rasmus Kask,Full-time,Permanent,Rotating,2016-02-05,,Active,Yes,2016-03-20,Yes,Yes,2024-11-21,Yes,60,11,0,SAP SuccessFactors,No,
OMN-00115,Kärt Tamm,AS Eesti Post,Estonia,Narva,Sales & Partnerships,Commercial,Partnership Manager,Specialist,OMN-00139,Kristjan Kask,Full-time,Permanent,Hybrid,2015-09-02,,Active,Yes,2015-09-06,Yes,Not required,2026-06-14,Yes,99,7,0,SAP SuccessFactors,No,
OMN-00116,Tanel Rebane,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Post Office Clerk,Specialist,OMN-00864,Rasmus Sepp,Full-time,Permanent,Rotating,2017-02-20,,Active,Yes,2017-02-27,Yes,Yes,2020-12-16,Yes,92,0,16,SAP SuccessFactors,Yes,
OMN-00117,Tanel Koppel,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Delivery Operations Manager,Manager,OMN-02649,Jānis Bērziņš,Full-time,Permanent,Morning,2022-06-03,,Active,Yes,2022-06-11,Yes,Yes,2023-12-03,Yes,94,6,36,SAP SuccessFactors,No,
OMN-00118,Kadri Mägi,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier Team Lead,Lead,OMN-00907,Maarja Rebane,Full-time,Permanent,Night,2016-04-17,,Active,Yes,2016-04-25,Yes,Yes,2022-12-27,Yes,78,8,23,SAP SuccessFactors,No,
OMN-00119,Laura Sepp,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Customer Support Agent,Specialist,OMN-01053,Mihkel Kask,Full-time,Permanent,Standard office hours,2022-07-16,,Active,Yes,2022-08-07,Yes,Not required,2025-04-02,No,69,3,0,SAP SuccessFactors,Yes,
OMN-00120,Maarja Rebane,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Specialist,OMN-00854,Laura Rebane,Full-time,Fixed-term,Standard office hours,2021-06-14,,Active,Yes,2021-07-25,Yes,Yes,2022-03-19,Yes,98,5,14,SAP SuccessFactors,No,
OMN-00121,Rasmus Kask,AS Eesti Post,Estonia,Narva,Data & Automation,Data & Automation,Data Analyst,Specialist,OMN-01287,Anu Kask,Part-time,Permanent,Standard office hours,2021-04-23,,Active,Yes,2021-05-30,Yes,Not required,2022-04-26,Yes,83,6,6,SAP SuccessFactors,Yes,
OMN-00122,Evelin Ilves,AS Eesti Post,Estonia,Narva,International Logistics,Logistics,Senior International Logistics Specialist,Senior,OMN-01475,Maarja Mägi,Full-time,Permanent,Rotating,2017-02-14,,Active,Yes,2017-03-27,Yes,Not required,2022-06-30,Yes,98,3,9,SAP SuccessFactors,Yes,
OMN-00123,Evelin Saar,AS Eesti Post,Estonia,Rakvere,Data & Automation,Data & Automation,Senior Data Analyst,Senior,OMN-01785,Maarja Lepp,Full-time,Permanent,Hybrid,2016-06-14,,Active,Yes,2016-07-30,No,Not required,,Yes,75,8,6,SAP SuccessFactors,Yes,
OMN-00124,Mihkel Koppel,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-01123,Siim Tamm,Full-time,Fixed-term,Night,2018-12-16,,Active,Yes,2018-12-25,Yes,Yes,2022-04-09,Yes,61,7,0,SAP SuccessFactors,No,
OMN-00125,Tanel Ilves,AS Eesti Post,Estonia,Narva,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-01435,Jaan Mägi,Full-time,Permanent,Evening,2016-03-10,,Active,Yes,2016-04-23,Yes,Yes,2017-05-31,Yes,69,0,19,SAP SuccessFactors,No,
OMN-00126,Liis Rebane,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Shift Coordinator,Specialist,OMN-00147,Kristjan Koppel,Full-time,Permanent,Night,2022-11-15,,Active,Yes,2023-01-05,Yes,Yes,2023-03-23,Yes,88,5,36,SAP SuccessFactors,No,
OMN-00127,Rasmus Rebane,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-01123,Siim Tamm,Full-time,Fixed-term,Night,2022-10-21,,Active,Yes,2022-12-02,Yes,Yes,2026-02-10,Yes,61,4,30,SAP SuccessFactors,No,
OMN-00128,Liis Lepp,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-00346,Mihkel Ilves,Full-time,Permanent,Rotating,2022-08-10,,Active,,2022-08-31,Yes,Yes,2023-05-24,Yes,93,7,27,SAP SuccessFactors,Yes,Onboarding status missing
OMN-00129,Evelin Ilves,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01140,Maarja Rebane,Full-time,Fixed-term,Evening,2023-03-06,,Active,Yes,2023-03-27,Yes,Yes,2023-05-11,Yes,64,4,0,SAP SuccessFactors,No,
OMN-00130,Kärt Koppel,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Universal Postal Service Coordinator,Specialist,OMN-01477,Jaan Saar,Full-time,Fixed-term,Standard office hours,2022-03-25,,Active,Yes,2022-05-08,Yes,Yes,2026-06-10,Yes,56,0,10,SAP SuccessFactors,No,
OMN-00131,Kadri Lepp,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Operations Manager,Manager,OMN-00864,Rasmus Sepp,Full-time,Permanent,Night,2021-11-12,,Active,Yes,2021-12-21,Yes,Yes,2023-10-31,Yes,64,1,47,SAP SuccessFactors,No,
OMN-00132,Liis Rebane,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-01734,Anu Tamm,Full-time,Permanent,Morning,2015-05-01,2018-11-01,Exited,Yes,2015-05-29,Yes,Yes,2020-10-25,Yes,94,0,32,SAP SuccessFactors,No,
OMN-00133,Mihkel Mägi,AS Eesti Post,Estonia,Rakvere,Sales & Partnerships,Commercial,Sales Specialist,Junior,OMN-01006,Anu Rebane,Full-time,Permanent,Hybrid,2022-04-12,,Active,Yes,2022-05-14,Yes,Not required,2025-11-02,Yes,58,5,0,SAP SuccessFactors,No,
OMN-00134,Tanel Koppel,AS Eesti Post,Estonia,Pärnu,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00289,Kristjan Lepp,Full-time,Permanent,Rotating,2016-12-05,,Active,Yes,2017-01-27,Yes,Not required,2026-04-24,Yes,64,3,8,SAP SuccessFactors,Yes,
OMN-00135,Triin Mägi,AS Eesti Post,Estonia,Tartu,Data & Automation,Data & Automation,Junior People Data Specialist,Junior,OMN-01460,Kristjan Lepp,Contractor,Permanent,Standard office hours,2017-07-26,,Active,Yes,2017-09-08,Yes,Not required,2019-06-03,Yes,98,4,0,SAP SuccessFactors,Yes,
OMN-00136,Jaan Saar,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01291,Kadri Ilves,Full-time,Permanent,Morning,2016-12-23,,Active,Yes,2017-02-08,Yes,Yes,2018-06-17,Yes,59,3,13,SAP SuccessFactors,No,
OMN-00137,Evelin Sepp,AS Eesti Post,Estonia,Tartu,Sales & Partnerships,Commercial,Sales Specialist,Junior,OMN-01895,Rasmus Sepp,Full-time,Permanent,Standard office hours,2015-07-15,,Exited,Yes,2015-07-27,Yes,Not required,2025-11-06,Yes,67,5,9,SAP SuccessFactors,No,Exit date missing for exited employee
OMN-00138,Tanel Sepp,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01255,Evelin Tamm,Full-time,Permanent,Rotating,2019-07-23,,Active,Yes,2019-09-18,Yes,Yes,2022-12-09,Yes,66,3,1,SAP SuccessFactors,Yes,
OMN-00139,Kristjan Kask,AS Eesti Post,Estonia,Narva,Sales & Partnerships,Commercial,Team Lead,Lead,OMN-00671,Tanel Koppel,Full-time,Fixed-term,Standard office hours,2025-03-16,,Active,Yes,2025-04-12,Yes,Not required,2026-05-30,No,88,1,0,SAP SuccessFactors,No,
OMN-00140,Maarja Mägi,AS Eesti Post,Estonia,Tallinn,Customer Support,Support,Customer Support Agent,Junior,OMN-00852,Siim Sepp,Full-time,Fixed-term,Standard office hours,2018-11-03,,Active,Yes,2018-12-02,Yes,Not required,2023-08-03,No,88,1,6,SAP SuccessFactors,Yes,
OMN-00141,Kadri Sepp,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01428,Anu Ilves,Full-time,Fixed-term,Night,2026-01-12,,Active,Yes,2026-03-10,Yes,Yes,2026-03-14,Yes,81,8,38,SAP SuccessFactors,Yes,
OMN-00142,Maarja Sepp,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-00748,Liis Mägi,Seasonal,Permanent,Rotating,2014-04-03,,Active,Yes,2014-05-25,Yes,Yes,2020-04-12,No,55,1,15,SAP SuccessFactors,No,
OMN-00143,Jaan Koppel,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier Team Lead,Lead,OMN-00546,Evelin Lepp,Part-time,Permanent,Morning,2022-01-29,,Active,Yes,2022-02-08,No,Yes,,Yes,56,4,19,SAP SuccessFactors,Yes,
OMN-00144,Laura Rebane,AS Eesti Post,Estonia,Tallinn,Sorting Center Operations,Operations,Senior Sorting Operator,Senior,OMN-01423,Laura Tamm,Full-time,Permanent,Morning,2019-01-14,,Active,Yes,2019-03-15,Yes,Yes,2019-08-17,Yes,56,5,20,SAP SuccessFactors,No,
OMN-00145,Laura Ilves,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Senior Delivery Coordinator,Senior,OMN-00937,Liis Sepp,Full-time,Fixed-term,Rotating,2014-03-07,,Active,Yes,2014-04-28,Yes,No,2018-07-24,No,69,9,55,SAP SuccessFactors,Yes,
OMN-00146,Tanel Tamm,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Universal Postal Service Coordinator,Specialist,OMN-01248,Siim Saar,Full-time,Permanent,Standard office hours,2022-06-10,,Active,Yes,2022-06-22,Yes,Yes,2026-06-06,Yes,68,7,2,SAP SuccessFactors,No,
OMN-00147,Kristjan Koppel,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Line Lead,,OMN-00864,Rasmus Sepp,Full-time,Permanent,Morning,2016-12-29,,Active,Yes,2017-02-24,Yes,Yes,2020-07-11,Not eligible,74,2,35,SAP SuccessFactors,Yes,Missing job level
OMN-00148,Liis Saar,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01494,Maarja Mägi,Full-time,Permanent,Evening,2017-09-08,,Active,Yes,2017-11-04,Yes,Yes,2019-01-12,Yes,73,6,0,SAP SuccessFactors,Yes,
OMN-00149,Tanel Rebane,AS Eesti Post,Estonia,Tartu,International Logistics,Logistics,International Logistics Specialist,Specialist,OMN-01475,Maarja Mägi,Full-time,Fixed-term,Standard office hours,2025-07-08,,Active,Yes,2025-08-15,Yes,Not required,2026-04-15,Yes,62,5,9,SAP SuccessFactors,Yes,
OMN-00150,Siim Rebane,AS Eesti Post,Estonia,Tartu,Customer Support,Support,Customer Support Agent,Junior,OMN-01220,Rasmus Sepp,Seasonal,Permanent,Rotating,2022-05-08,,Active,Yes,2022-05-15,Yes,Not required,2023-06-16,No,62,10,16,SAP SuccessFactors,Yes,
OMN-00151,Maarja Sepp,AS Eesti Post,Estonia,Narva,International Logistics,Logistics,International Logistics Specialist,Junior,OMN-00861,Kristjan Kask,Full-time,Permanent,Rotating,2023-09-19,,Active,Yes,2023-10-03,Yes,Not required,2024-06-26,Yes,56,0,0,SAP SuccessFactors,Yes,
OMN-00152,Maarja Saar,AS Eesti Post,Estonia,Narva,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-00597,Triin Rebane,Full-time,Permanent,Rotating,2020-04-10,,Active,Yes,2020-04-14,No,Yes,,Not eligible,76,0,9,SAP SuccessFactors,No,
OMN-00153,Liis Tamm,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01255,Evelin Tamm,Full-time,Fixed-term,Standard office hours,2021-02-25,,Active,Yes,2021-04-06,Yes,Yes,2022-06-16,Not eligible,96,4,17,SAP SuccessFactors,No,
OMN-00154,Siim Rebane,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Senior Customer Support Agent,Senior,OMN-00852,Siim Sepp,Full-time,Permanent,Rotating,2021-12-16,2023-09-04,Exited,Yes,2022-02-02,Yes,Not required,2025-11-19,Yes,63,1,6,SAP SuccessFactors,Yes,
OMN-00155,Kärt Sepp,AS Eesti Post,Estonia,Rakvere,Legal & Compliance,Legal & Compliance,Senior Legal Assistant,Senior,OMN-01301,Siim Rebane,Full-time,Permanent,Standard office hours,2024-12-31,,Active,Yes,2025-02-11,Yes,Not required,2025-07-25,No,65,10,0,SAP SuccessFactors,No,
OMN-00156,Siim Koppel,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00992,Anu Mägi,Full-time,Permanent,Evening,2022-03-09,2025-09-11,Exited,No,,Yes,Yes,2025-10-08,Not eligible,65,2,0,SAP SuccessFactors,No,
OMN-00157,Siim Sepp,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00854,Laura Rebane,Full-time,Permanent,Rotating,2022-06-27,,Active,Yes,2022-08-18,No,Yes,,Not eligible,92,0,21,SAP SuccessFactors,No,
OMN-00158,Liis Kukk,AS Eesti Post,Estonia,Narva,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-00768,Mihkel Sepp,Seasonal,Permanent,Rotating,2015-09-30,,Active,Yes,2015-11-28,Yes,Yes,2019-07-06,Yes,69,2,1,SAP SuccessFactors,No,
OMN-00159,Mihkel Rebane,AS Eesti Post,Estonia,Narva,Customer Support,Support,Customer Support Agent,Junior,OMN-00775,Evelin Saar,Full-time,Permanent,Standard office hours,2017-09-24,,Active,Yes,2017-11-21,Yes,Not required,2024-03-18,Yes,64,0,12,SAP SuccessFactors,Yes,
OMN-00160,Kristjan Saar,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00368,Maarja Rebane,Full-time,Permanent,Night,2021-09-01,,Active,Yes,2021-10-13,Yes,Yes,2024-05-16,No,95,8,54,SAP SuccessFactors,Yes,
OMN-00161,Anu Koppel,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00346,Mihkel Ilves,Full-time,Permanent,Morning,2026-02-11,,Active,Yes,2026-03-09,No,Yes,,Yes,96,0,7,SAP SuccessFactors,Yes,
OMN-00162,Siim Saar,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01373,Maarja Kask,Full-time,Fixed-term,Morning,2020-12-01,,Active,Yes,2020-12-28,Yes,Yes,2022-12-27,Yes,82,1,24,SAP SuccessFactors,No,
OMN-00163,Kristjan Kukk,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01197,Triin Rebane,Full-time,Permanent,Morning,2026-02-22,,Active,Yes,2026-04-09,Yes,No,2026-06-23,Yes,73,11,40,SAP SuccessFactors,No,
OMN-00164,Liis Saar,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Senior Universal Postal Service Coordinator,Senior,OMN-01477,Jaan Saar,Seasonal,Service contract,Rotating,2024-01-27,,Active,Yes,2024-02-26,Yes,No,2024-08-20,Not eligible,92,3,25,SAP SuccessFactors,No,
OMN-00165,Laura Kukk,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Junior,OMN-01197,Triin Rebane,Contractor,Permanent,Rotating,2020-03-12,,Active,Yes,2020-03-24,Yes,Yes,2021-11-09,Yes,60,8,11,SAP SuccessFactors,Yes,
OMN-00166,Kärt Rebane,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-00442,Jaan Sepp,Full-time,Permanent,Evening,2024-11-21,,Active,Yes,2024-12-19,Yes,Yes,2025-10-26,Yes,84,11,3,SAP SuccessFactors,Yes,
OMN-00167,Siim Saar,AS Eesti Post,Estonia,Narva,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00546,Evelin Lepp,Seasonal,Permanent,Rotating,2019-02-11,,Exited,Yes,2019-03-27,Yes,Not required,2020-02-11,Yes,80,3,0,SAP SuccessFactors,Yes,Exit date missing for exited employee
OMN-00168,Kristjan Mägi,AS Eesti Post,Estonia,Tartu,IT & Product,Technology,Senior Product Specialist,Senior,OMN-00336,Martin Kukk,Part-time,Permanent,Hybrid,2025-05-14,,Active,Yes,2025-05-29,Yes,Not required,2025-06-12,Yes,77,3,1,SAP SuccessFactors,No,
OMN-00169,Martin Kukk,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Postal Service Specialist,Specialist,OMN-01255,Evelin Tamm,Full-time,Fixed-term,Rotating,2024-12-18,,Active,Yes,2025-02-06,Yes,Yes,2025-03-20,Yes,64,8,0,SAP SuccessFactors,No,
OMN-00170,Kärt Rebane,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00368,Maarja Rebane,Part-time,Fixed-term,Morning,2025-07-06,,Active,Yes,2025-07-09,Yes,Yes,2025-10-28,Yes,73,2,0,SAP SuccessFactors,No,
OMN-00171,Martin Ilves,AS Eesti Post,Estonia,Pärnu,Sales & Partnerships,Commercial,Senior Key Account Coordinator,Senior,OMN-01895,Rasmus Sepp,Part-time,Permanent,Standard office hours,2020-10-11,,Active,Yes,2020-12-06,Yes,Not required,2024-12-21,Yes,72,3,11,SAP SuccessFactors,Yes,
OMN-00172,Evelin Mägi,AS Eesti Post,Estonia,Pärnu,Legal & Compliance,Legal & Compliance,Legal Assistant,Specialist,OMN-01385,Kadri Tamm,Full-time,Fixed-term,Hybrid,2018-03-24,,Active,Yes,2018-05-08,Yes,Not required,2021-10-23,Yes,95,0,8,SAP SuccessFactors,No,
OMN-00173,Siim Kask,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-01435,Jaan Mägi,Full-time,Permanent,Rotating,2021-09-12,,Active,Yes,2021-11-08,Yes,Yes,2022-08-26,No,65,2,41,SAP SuccessFactors,No,
